Best Amenity Scored,lat,lon,amenity,name,distance
346,49.2794404,-123.1230068,cafe,Blenz Coffee,353.85293603788773
347,49.2797017,-123.1226378,restaurant,Colony,336.1804887509931
348,49.2763415,-123.1271096,car_rental,Hertz,718.1040344921074
349,49.2750892,-123.1227583,restaurant,Cactus Club Cafe,831.7118554053112
350,49.2757856,-123.1211099,cafe,Blenz Coffee,786.1103371865064
351,49.2757748,-123.1205164,restaurant,Earls Kitchen + Bar,803.156765236261
352,49.2765618,-123.1193697,restaurant,The Keg Steakhouse + Bar - Yaletown,763.6174946428362
353,49.2781459,-123.1172381,restaurant,Lupo,733.6061493034771
354,49.2786865,-123.1294307,bank,TD Canada Trust,582.9109293809096
355,49.2792632,-123.11611,restaurant,Wasabi,734.0099212243728
356,49.279574,-123.1228171,restaurant,El Furniture Warehouse - Granville,344.349747076565
357,49.2791309,-123.1234758,restaurant,The Dime,379.0328384257493
358,49.2797512,-123.1235262,restaurant,Johnny Rockets,310.49195007158374
359,49.2808952,-123.130541,bicycle_rental,Thurlow & Pendrell,519.1835401415193
360,49.2880327,-123.1236171,fast_food,A&W,618.6288368295318
361,49.2881797,-123.1171247,restaurant,Botanist,845.5950964858624
362,49.2873114,-123.1171281,restaurant,Elephant & Castle,775.8107256532396
363,49.2837118,-123.1135835,restaurant,Cartems Donuterie,848.8415135886123
364,49.2840399,-123.1235612,cafe,Starbucks,181.76426840110412
365,49.2786686,-123.1282908,restaurant,Sushi Mugen,527.1751230926151
366,49.286095,-123.1132237,bicycle_rental,Cordova & Granville,954.318156077129
367,49.2874102,-123.1175261,restaurant,Nightingale,761.4785532031539
368,49.2838402,-123.1138503,pub,Browns Crafthouse,830.7187569980608
369,49.2807293,-123.1323456,bar,The Junction,658.8156367838246
370,49.2862497,-123.1190687,bank,National Bank,584.876402849713
371,49.275649,-123.1170024,bicycle_rental,Beatty & Nelson,950.876557564868
372,49.2801341,-123.118169,fast_food,Falafel King,546.2668805525714
373,49.2794999,-123.1172314,fast_food,Hubbub,644.9643711107747
374,49.2802404,-123.1183332,fast_food,Curry Fusion,529.350085216413
375,49.2801999,-123.1182707,fast_food,Japadog,535.7871926044378
376,49.2801622,-123.1182125,fast_food,Viet Sub,541.7852193072357
377,49.2798631,-123.1177806,fast_food,Chopped Leaf,587.484581508183
378,49.2873965,-123.1143665,fast_food,McDonald's,949.1665657121267
379,49.284463099999996,-123.1134341,cafe,Starbucks,877.4567392634011
380,49.2850471,-123.1120652,cafe,Tim Hortons,997.9833866605989
381,49.2842402,-123.1175601,fast_food,halal arabic food stand,561.7667455574309
382,49.2831011,-123.1171034,fast_food,Mr Shawarma,566.7714230072404
383,49.2852994,-123.1201643,fast_food,Mr Shawarma,449.61427656441896
384,49.2874022,-123.1169095,cafe,JJ Bean,795.1555128733024
385,49.280319,-123.131586,restaurant,Thai Basil,618.7002613358761
386,49.280456,-123.131581,cafe,Baguette cafe,612.5541157266416
387,49.2793561,-123.1234139,fast_food,Mean Poutine,355.2937917914097
388,49.2792751,-123.1233421,fast_food,Megabite,365.2415633266069
389,49.2794324,-123.1235884,pub,The Moose,344.5117779779629
390,49.2792354,-123.1227256,cafe,Tim Hortons,382.2568322850882
391,49.2840032,-123.1254481,restaurant,Guu Original Thurlow,190.7083981086287
392,49.2848635,-123.124863,fast_food,Jugo Juice,267.5670849981268
393,49.2799857,-123.1303512,restaurant,Italian Tomato,548.9828122907131
394,49.2817168,-123.133062,restaurant,Thida Thai,690.4445652938659
395,49.281603,-123.1328977,bar,1181,679.4211043874118
396,49.2816322,-123.1329448,fast_food,Disco Cheetah,682.6037673101022
397,49.2815405,-123.1328119,restaurant,Tom Sushi,673.838049754391
398,49.2814951,-123.1327426,bar,Pumpjack,669.3028423943194
399,49.2814332,-123.1326311,restaurant,Pho Central,661.893498559144
400,49.2813594,-123.132504,restaurant,India Bistro,653.644500507469
401,49.2812333,-123.1323093,fast_food,KFC,641.6191253111838
402,49.2846234,-123.125267,restaurant,Red Robin,248.98082655347352
403,49.2802555,-123.130747,cafe,Tartine Bread and Pies,561.9738869022789
404,49.2762976,-123.1214291,bank,CIBC,724.2240270879227
405,49.2815417,-123.1211798,fast_food,Chipotle,265.7707714382391
406,49.2795281,-123.1237772,restaurant,Sushi Star,331.87506554071734
407,49.2833798,-123.1164113,restaurant,The Keg Steakhouse + Bar - Dunsmuir Street,624.6832922158596
408,49.2797733,-123.1130766,pub,Browns Social House,928.0471813696578
409,49.2754345,-123.1209961,pub,Yaletown Brewing Company,825.9658950981024
410,49.2803909,-123.12543,cafe,Wall Flowers,249.5708300413586
411,49.2817947,-123.1246565,cafe,Starbucks,82.18492676522405
412,49.2866225,-123.1153226,cafe,Mink,838.9690612730762
413,49.2792111,-123.116158,cafe,Pacific Coffee Roasters,733.600000153083
414,49.2791142,-123.1158255,fast_food,Salad Loop,761.5215469428454
415,49.2743433,-123.1232695,restaurant,Rodney's Oyster House,909.447393235914
416,49.279583099999996,-123.1241526,cafe,YaYa's,323.43791422670176
417,49.2816572,-123.1205978,fast_food,Freshslice Pizza,303.91395031334963
418,49.2795971,-123.1174151,fast_food,Orange Julius,627.0886526495813
419,49.2796191,-123.117481,fast_food,A&W,621.4112264969145
420,49.2795681,-123.1173622,restaurant,Memphis Blues BBQ House,632.2934020524821
421,49.2817133,-123.1206758,fast_food,A&W,296.2329156606206
422,49.2857988,-123.1153597,restaurant,Scoozis,789.9450959158614
423,49.2846002,-123.1171091,cafe,Mario's,609.2420231220262
424,49.283152,-123.1159385,restaurant,St. Regis Bar & Grill,657.8951027045271
425,49.2780334,-123.1251115,restaurant,The Pawn Shop,499.59641443552493
426,49.2874645,-123.1295818,bar,The Den,690.3031278224479
427,49.2819069,-123.1187639,ice_cream,Cacao 70,437.6784407851293
428,49.2785408,-123.1157423,restaurant,Marutama Ra-men,800.3159989267008
429,49.2801019,-123.1213535,pub,Dublin Calling,351.54811846385246
430,49.2776328,-123.1310886,cafe,Gemini tea bar,757.2390380209126
431,49.2774536,-123.1313375,fast_food,Daikichi Sushi,785.0905663324286
432,49.277676,-123.1310303,fast_food,Pho,750.6181426815529
433,49.2777387,-123.1309321,fast_food,Sushi Coen,740.2643616428737
434,49.2796906,-123.1130707,bar,Ventura Room,931.5153099354817
435,49.2769066,-123.1154049,pub,Red Racer Taphouse,932.2570418695012
436,49.2770169,-123.1151076,cafe,Rocanini,941.7514942019059
437,49.2865642,-123.1228071,restaurant,Komi,467.82707196421643
438,49.2749478,-123.1217422,restaurant,MeeT in Yaletown,862.1666507168784
439,49.2787971,-123.1234582,fast_food,A&W,415.87278879108845
440,49.2803306,-123.1308594,fast_food,Best Bite Donair,566.2787894028464
441,49.2859592,-123.1152363,cafe,Starbucks,806.869995630121
442,49.284191,-123.1159168,fast_food,Subway,682.2098766375412
443,49.2825244,-123.1144591,restaurant,Ramen Gojiro,769.4403419123668
444,49.2850132,-123.1179138,restaurant,La Taqueria,572.7527555242273
445,49.2771741,-123.1163459,restaurant,Smithe Salad,857.985088166456
446,49.278414,-123.1278962,cafe,Breka Bakery & Café,533.3601936116524
447,49.2809572,-123.1315096,pharmacy,Shoppers Drug Mart,588.894551050631
448,49.2740753,-123.1220882,fast_food,Freshslice Pizza,951.5168949618762
449,49.2872474,-123.1189254,restaurant,Meat & Bread,675.6037748193812
450,49.2860715,-123.1198755,fast_food,The Bagel Stop,527.5212274502175
451,49.2740655,-123.1273593,cafe,Trees Organic Coffee,966.8146836151418
452,49.2784482,-123.125521,fast_food,Unwind,459.4545541405754
453,49.2870439,-123.1197864,fast_food,Fujiya take out,617.2208428656712
454,49.2881291,-123.1160492,car_rental,Hertz,899.6524873172997
455,49.280759,-123.1224298,atm,Bitcoin ATM - Waves Coffee,241.72141446214948
456,49.2776544,-123.125186,fast_food,Domino's,542.1379306075526
457,49.2794772,-123.1229565,restaurant,Romano's Pizza,351.0900276310535
458,49.2894547,-123.1319368,restaurant,Jang Mo Jib Korean Restaurant,977.9163084340397
459,49.2803076,-123.1179254,restaurant,Jinya Ramen Bar,554.3419152402545
460,49.2818976,-123.1187838,restaurant,O Sushi,436.29465699994824
461,49.2848766,-123.1212243,bank,RBC,358.13125726665555
462,49.2874193,-123.1145811,cafe,Tim Hortons,936.9665729160087
463,49.2793791,-123.120222,bar,Red Card Sports Bar + Eatery,470.4429070400978
464,49.2806971,-123.1249776,fast_food,Hooked Poke Bar,206.28067239242873
465,49.2790983,-123.1177066,restaurant,The Noodle Box,638.733138078842
466,49.2807276,-123.1249285,fast_food,Pokérrito,202.0369910874644
467,49.2808062,-123.1248205,fast_food,Trish Juice,191.6017482262148
468,49.2822995,-123.1225128,restaurant,Bacchus,141.3320670906485
469,49.2854427,-123.1172593,fast_food,Twin Leaf,640.9770961314429
470,49.284215,-123.112463,fast_food,Pholicious,945.1790968347876
471,49.2851543,-123.1182162,restaurant,Copper Chimney,560.3953831849209
472,49.284888,-123.1180639,cafe,Starbucks,555.7379106510958
473,49.2848628,-123.1187816,cafe,Cafe Artigiano,505.75084583407937
474,49.2831204,-123.1213927,cafe,Cafe Artigiano,237.876802020552
475,49.2840267,-123.1122692,cafe,Blenz Coffee,956.0570092048899
476,49.2840486,-123.11997,cafe,My Honey's Buns,380.33465692685866
477,49.2830645,-123.1214778,cafe,Faubourg Paris,229.72121676996986
478,49.2824438,-123.122325,cafe,Starbucks,154.50473740366925
479,49.2781123,-123.1263034,restaurant,Mangos Lounge,511.3582769800571
480,49.2834377,-123.1144759,fast_food,Baghdad Cafe,775.3174142635744
481,49.2772847,-123.1276861,fast_food,Pizza Guys,636.4742285220628
482,49.276729,-123.1284758,cafe,Blue Mountain,718.991879316358
483,49.2765348,-123.1287931,cafe,BC's Best Coffee,749.5966281435846
484,49.2835359,-123.1143437,restaurant,Kim House,787.0988807915145
485,49.2761557,-123.1281645,restaurant,White Spot,766.411037787715
486,49.2778449,-123.1276301,restaurant,Nando's,578.4222505325178
487,49.2779076,-123.1277317,fast_food,Subway,575.8630864364933
488,49.274141,-123.1200688,fast_food,Fresh Bowl,985.5433269221581
489,49.2749531,-123.1186556,restaurant,La Terrazza,947.1500708388321
490,49.274321,-123.120786,bank,RBC,948.9889549083488
491,49.2765799,-123.1255768,restaurant,Sushi Yamato,664.7116007716954
492,49.2766935,-123.1257438,restaurant,Happy Noodle House,654.3514652998082
493,49.276801,-123.125897,restaurant,Basil Pasta Bar,644.7924876547783
494,49.276831,-123.126007,restaurant,Jako Sushi,643.2492899591135
495,49.276885,-123.126064,cafe,Persian Tea House,638.3246627781106
496,49.2776017,-123.1272193,cafe,Tim Hortons,589.5303084090184
497,49.2790558,-123.1255832,cafe,Starbucks,394.82509471404666
498,49.2767389,-123.1252348,cafe,Starbucks,643.6560050362599
499,49.2863393,-123.1277946,restaurant,Rise & Noodle,507.80272762021673
500,49.2834975,-123.1125167,cafe,Indigo Age,928.0943032178179
501,49.2837533,-123.1120999,fast_food,Waffle Frenzy,964.1861269243516
502,49.2839142,-123.1123573,fast_food,Subway,947.107790503217
503,49.2762244,-123.1272789,pharmacy,Yale I.D.A. Pharmacy,734.6002646741606
504,49.2765095,-123.1274224,restaurant,Alpha,708.3934904435976
505,49.2767764,-123.1264629,restaurant,Stack House,657.4433152177572
506,49.2770411,-123.1266332,bar,Twelve West,632.7552763234274
507,49.280708,-123.1172196,pub,Kingston,587.981970763425
508,49.279737,-123.126662,restaurant,Tokyo Joe's,357.51040064201817
509,49.280139,-123.127256,cafe,Starbucks,348.9340723508399
510,49.279289,-123.128488,pharmacy,Pharmasave Health Centre,483.6385347823706
511,49.2787163,-123.1289359,fast_food,Mucho Burrito,554.484318201945
512,49.279654,-123.12973,pub,Fountainhead Pub,528.8521326842774
513,49.2872169,-123.1285584,cafe,Starbucks,622.195847638559
514,49.285939,-123.1265796,restaurant,Earl's,422.9069940864291
515,49.278383,-123.1149456,cafe,Waves Coffee House,862.2392960492631
516,49.2796822,-123.1265354,fast_food,Subway,357.8037608825504
517,49.2852515,-123.1161798,cafe,Sciué,705.2632071507197
518,49.285296,-123.1155805,bank,Tangerine,749.7713500577064
519,49.2846685,-123.115193,cafe,Starbucks,752.1369218943154
520,49.284954,-123.115582,cafe,Tim Hortons,734.6496386381215
521,49.28628,-123.117694,bank,Scotiabank,666.6282388443278
522,49.2865213,-123.1172037,bank,CIBC,713.3032836863024
523,49.2799331,-123.1205671,theatre,The Orpheum,407.4507787167424
524,49.283799,-123.1209105,restaurant,Notch8,302.3578871908574
525,49.2834916,-123.1193734,restaurant,Hawksworth Restaurant,400.9765945133629
526,49.2857312,-123.1162364,restaurant,Hydra Estiatorio Mediterranean,726.2245383981168
527,49.2739056,-123.120779,bank,HSBC,993.4426491678649
528,49.2826802,-123.1205496,restaurant,Art Gallery Cafe,293.99471588946983
529,49.2750378,-123.123373,ice_cream,Yaletown Gelato,831.8102206893119
530,49.2806911,-123.1125574,theatre,Vancouver Playhouse,939.6440486556469
531,49.2803131,-123.1131613,theatre,Queen Elizabeth Theatre,903.9016597214571
532,49.2863067,-123.1203763,pharmacy,Bentall Pharmacy,523.6737806715715
533,49.2796131,-123.1239353,fast_food,Babylon Cafe,321.16498524083903
534,49.2798788,-123.1236378,cafe,Pallet Coffee Roasters,294.93217375580565
535,49.2740045,-123.1223976,cafe,Cha Yuan,955.1952539962424
536,49.2786385,-123.1153153,restaurant,Delicious Pho,822.7224030962406
537,49.28822,-123.122313,restaurant,Prestons Restaurant + Lounge,655.8157312623538
538,49.2879048,-123.1200971,restaurant,Showcase Restaurant & Bar,685.9425085893422
539,49.2885746,-123.1212752,bank,TD Canada Trust,716.7240551476734
540,49.2759188,-123.1213778,restaurant,Elisa Wood-Fired Grill,765.569297446064
541,49.2743949,-123.1262124,cafe,Matchstick,912.4671351180222
542,49.2855275,-123.1158492,bank,National Bank,742.0776307036447
543,49.2756803,-123.1217533,restaurant,Cioppino's Mediterranean Grill,782.9446404050665
544,49.2757912,-123.1215871,restaurant,Urban Thai Bistro,774.4822714760685
545,49.2760962,-123.1211142,restaurant,Blue Water Cafe + raw bar,753.3262413334551
546,49.276979,-123.1198226,bank,TD Canada Trust,705.7337020991827
547,49.2767389,-123.119592,bank,Bank Of Montreal,737.862240123411
548,49.2879677,-123.1214202,restaurant,SMAK,649.381359548827
549,49.2784378,-123.124545,restaurant,Templeton's,450.9910617925409
550,49.2769507,-123.1261599,bar,Two Parrots,632.874272810168
551,49.2772949,-123.1266675,fast_food,Fritz's European Fry House,606.5998778252372
552,49.2776678,-123.1266852,fast_food,Freshslice Pizza,567.7072697267964
553,49.2888664,-123.1311016,cafe,PappaRoti,886.3120425255426
554,49.2800579,-123.1309152,fast_food,Pokébar,583.648770442423
555,49.2755361,-123.1208411,restaurant,Yaletown Brewing Company,819.1632080569373
556,49.2822225,-123.1241191,pub,Ballyhoo Public House,32.9362506982641
557,49.2824839,-123.1236248,restaurant,Italian Kitchen,52.796230109541256
558,49.2762353,-123.1250123,restaurant,The Ramenman,697.7169758994633
559,49.2760108,-123.1219029,fast_food,Yopo,744.4312158112879
560,49.2759195,-123.1245551,restaurant,Nuba,730.8784435592896
561,49.2761393,-123.1216965,bank,Scotiabank,734.9167063169009
562,49.2753352,-123.1237311,fast_food,Menchie's Frozen Yogourt,796.8198086081886
563,49.2757085,-123.1222873,bar,The New Oxford,770.3122733226531
564,49.2756856,-123.1220661,restaurant,Brix & Mortar,776.5111608421911
565,49.2761071,-123.1217571,cafe,O-Cha Tea Bar,737.0656882402371
566,49.2798076,-123.1267669,fast_food,Balila,355.1979486451655
567,49.277847,-123.1248161,restaurant,The Edge,517.8525034630301
568,49.2764571,-123.1212148,cafe,Small Victory,712.8766374229826
569,49.2766564,-123.120912,clinic,IV,700.6661965640071
570,49.2804743,-123.1308163,clinic,Naturopathic Medical Centre,556.6049289511643
571,49.2866311,-123.1340267,cafe,Greenhorn Espresso Bar,889.0617324786045
572,49.28207,-123.1137317,cafe,JJ Bean,827.6199895103597
573,49.2819959,-123.1136208,cafe,Field & Social,836.7773436763644
574,49.2870535,-123.1246502,restaurant,Yui Japanese Bistro,508.1762961812674
575,49.2868125,-123.1131691,cafe,Blenz Coffee,994.2193056237803
576,49.2845692,-123.1229311,restaurant,Black+Blue,254.76978114134653
577,49.2761708,-123.1249057,fast_food,Chancho Tortilleria,704.25692737245
578,49.2878268,-123.1162114,ice_cream,Bella Gelateria,867.2628807451376
579,49.278797,-123.1240061,restaurant,The Mexican Antojitos y Cantina,411.2852715106639
580,49.2770609,-123.125447,car_sharing,Vancouver - Davie Street & Granville Street,610.3127015852939
581,49.2765386,-123.1268559,car_rental,Enterprise,691.2780162007605
582,49.2771432,-123.1264714,cafe,Blenz Coffee,618.3005899996137
583,49.2799212,-123.1178938,cafe,Starbucks,576.5948098599924
584,49.2789624,-123.125138,pharmacy,Howe Street Pharmacy,397.6855034375335
585,49.2807244,-123.1224892,cafe,Waves Coffee House,242.05054894656914
586,49.281145,-123.119819,pub,Lennox Pub,380.93860176459197
587,49.276753,-123.1305551,restaurant,Sushi Hiyori,803.8129178888712
588,49.2769504,-123.1300681,restaurant,Giardino Restaurant,763.4142114985402
589,49.2832473,-123.1164016,cafe,Xing Fu Tang,623.2705816753188
590,49.2804593,-123.1219022,fast_food,Subway,293.4854830931286
591,49.282833,-123.1154195,restaurant,Peaceful Restaurant,695.3883243688324
592,49.2852025,-123.1203437,bar,Grain Tasting Bar,432.0441057684471
593,49.2755314,-123.1220139,restaurant,Tavern,794.1359795906051
594,49.2782044,-123.113409,theatre,Frankie's Jazz Club,975.7829502057944
595,49.2796989,-123.1303992,bar,Numbers,568.9677425781358
596,49.2799722,-123.1253119,restaurant,Guu Garden,290.9306149839637
597,49.2750379,-123.1211163,restaurant,Milssam Tacorea,865.2129055943142
598,49.2814927,-123.1331514,restaurant,Dosa and Curry on Davie,700.8878956341695
599,49.285605,-123.1222127,bank,Coast Capital Savings,382.8956881297261
600,49.2860362,-123.1230296,cafe,49th Parallel Café & Lucky's Doughnuts,406.6381212188548
601,49.2786794,-123.1153832,restaurant,Tacos & Cantina,815.823188779212
602,49.2745025,-123.1266571,pharmacy,Pacific Tcm,907.0862426520396
603,49.2743631,-123.1268723,cafe,Doux Crêpes,925.7775450436671
604,49.2808277,-123.1247845,fast_food,One Saigon,188.68109932298458
605,49.2801439,-123.1252235,bank,RBC,270.6823650885008
606,49.2875882,-123.1216196,cafe,Tim Hortons,604.394547598313
607,49.2866181,-123.1209638,fast_food,Triple O's,527.9663645797705
608,49.287548,-123.1210389,restaurant,Heritage Asian Eatery,617.5258924808488
609,49.2873634,-123.1216746,restaurant,Indian Delicacy,579.4760602943215
610,49.2876652,-123.1218959,restaurant,Symphonie,605.379910962145
611,49.2857878,-123.1269044,cafe,Castella Cheesecake,419.446333232466
612,49.2855856,-123.1238076,restaurant,Market by Jean-Georges,346.36143060087846
613,49.2869324,-123.1246607,restaurant,Freshii,494.7768021243921
614,49.279771,-123.1299269,restaurant,Joe's Grill,533.8140537169578
615,49.2795194,-123.1301024,fast_food,Vera's Burger Shack,561.1754210053203
616,49.2787557,-123.1301016,cafe,Molli Cafe,614.9557710259932
617,49.2803846,-123.1309375,cafe,Starbucks,569.3197174207088
618,49.2847445,-123.114506,bar,One Under Vancouver,805.7659730665413
619,49.2897968,-123.1212582,bar,TAP shack Eatery,846.5761888178247
620,49.2853345,-123.1122226,cafe,Sciué,995.8788716991747
621,49.2782597,-123.1222451,clinic,Coast Medical,497.06826526619045
622,49.2876852,-123.1205021,cafe,Caffè Artigiano,649.536865718671
623,49.2792817,-123.1169322,cafe,Starbucks,677.5725835893678
624,49.2772564,-123.1187373,cafe,Starbucks,726.5091706887314
625,49.2768092,-123.1148343,cafe,Starbucks,972.98942055602
626,49.277078,-123.1201214,pharmacy,Shoppers Drug Mart,684.7479530692863
627,49.2880178,-123.1262939,clinic,LASIK MD,634.1268913873416
628,49.2830656,-123.1164538,cafe,Tim Hortons,616.8033675473424
629,49.2848162,-123.1247532,ice_cream,Perverted Ice-Cream,261.07753769848233
630,49.2887053,-123.130825,restaurant,The Captain's Boil,859.029002295474
631,49.2886307,-123.1306655,restaurant,Ramen Koika,844.9636119034976
632,49.280511,-123.1316744,restaurant,Samurai,617.1397120433357
633,49.2789269,-123.1231338,pub,The Beaver Taphouse,406.55506701689075
634,49.2858499,-123.1270004,cafe,Prime's Thai Tea,429.13934878976187
635,49.2800784,-123.1309502,fast_food,Beetbox,585.0268695454289
636,49.2794927,-123.1143598,restaurant,Triple O’s,845.6257169624774
637,49.2847156,-123.1232107,restaurant,COAST Restaurant,261.72143455926425
638,49.2788511,-123.1156891,fast_food,McDonald's,785.4796283179895
639,49.2821466,-123.1185541,cafe,Tim Hortons,450.8734536752522
640,49.2753425,-123.1211166,restaurant,Bistro Sakana,832.8249598657053
641,49.275246,-123.120775,restaurant,Minami Yaletown,851.3378134306013
642,49.2755974,-123.1203095,restaurant,Hula,827.4902667135426
643,49.2741294,-123.121871,fast_food,Jugo Juice,948.8543103835359
644,49.2741,-123.1219573,restaurant,Salsa and Agave Mexican Grill,950.7346744718794
645,49.2740362,-123.1222575,fast_food,Subway,953.4866911974357
646,49.2740162,-123.122343,fast_food,DQ Orange Julius,954.5850589294718
647,49.2791959,-123.1167821,fast_food,Big G,692.5753651638701
648,49.2791657,-123.1167412,restaurant,Sushi Bros,697.0661720879838
649,49.2790996,-123.1166316,fast_food,Brooklyn NYC Pizzeria,708.2305567477173
650,49.2743229,-123.1211417,bank,RBC,941.110694829135
651,49.2875974,-123.1191416,fast_food,Assembli,696.5695366996747
652,49.2745255,-123.1224197,cafe,Caffé Artigiano,897.7301611031996
653,49.2748025,-123.1229936,restaurant,Simply Thai,860.891362158281
654,49.2752575,-123.1236127,cafe,JJBean,806.0105018297085
655,49.2755725,-123.1233974,cafe,Glory Juice,772.4211818037883
656,49.2757381,-123.1237304,cafe,Coo Coo Coffee,752.0966265584168
657,49.2811638,-123.1218545,restaurant,Smak,241.4654694708906
658,49.2788077,-123.1281609,restaurant,Patterson Wonton House,508.69799012426466
659,49.2890942,-123.1322732,restaurant,Tri's Restaurant,963.2975388826009
660,49.2894158,-123.1281531,restaurant,Tri Family Place,826.9484733271798
661,49.2831781,-123.1213224,car_rental,Avis,245.06157574136304
662,49.2798648,-123.1276754,cafe,Elysian Coffee Roasters,393.51983488446984
663,49.2874261,-123.1288848,restaurant,Dae Bak Bon Ga,655.5677501466159
664,49.2824343,-123.124419,fast_food,Japadog,11.177175271665806
665,49.2892662,-123.1269369,restaurant,Kiku Sushi Restaurant,781.1796522075305
666,49.2777744,-123.1275201,restaurant,Firecrust Custom Salads + Pizzas,581.6591872093361
667,49.289165,-123.1322203,restaurant,The Holy Crab,966.6575343299047
668,49.2843286,-123.1178118,fast_food,Carl's Jr.,546.9462947722492
669,49.2866738,-123.1283087,ice_cream,Yogen Früz,560.9551166754204
670,49.2861582,-123.1274973,ice_cream,D'oro Gelato e Caffè,478.4009640004711
671,49.2847774,-123.1168853,restaurant,Joyeaux Café and Restaurant,633.0835424749764
672,49.2882184,-123.1265091,restaurant,TurF,659.973720648578
673,49.2887314,-123.1281326,fast_food,Subway,755.9477184522933
674,49.2903172,-123.12894,cafe,Take Five Café,942.9372914871952
675,49.2848699,-123.128767,bicycle_rental,Bute & Barclay,438.1990621697831
676,49.2833273,-123.1252595,bicycle_rental,Smithe & Burrard,119.56756199562611
677,49.2819109,-123.1135011,restaurant,White Spot,846.7820376497775
678,49.2807022,-123.1319611,restaurant,Stepho's Greek Restaurant,631.1171225306913
679,49.2802104,-123.1311973,restaurant,Denny's,595.8727384711008
680,49.2797668,-123.1304883,fast_food,Subway,570.7780954689695
681,49.2836188,-123.1194881,bank,HSBC Bank Canada,396.6162773257103
682,49.2870566,-123.1163208,bank,HSBC,804.4150832543702
683,49.2876624,-123.1155926,restaurant,Rogue Kitchen & Wetbar,891.2483932323037
684,49.282614,-123.123415,restaurant,JOEY Burrard,70.55594543308713
685,49.2811807,-123.1242771,cafe,Tim Hortons,145.5985267934652
686,49.2815936,-123.1237542,restaurant,Earl's,108.42609594582879
687,49.283029,-123.121574,cafe,Cafe Bellagio,221.40503093815278
688,49.281185,-123.1322275,restaurant,Neptune Chinese Kitchen,636.5810600153509
689,49.2793936,-123.1235036,restaurant,La Cantina,349.88907600570286
690,49.2865297,-123.1211821,bank,TD Canada Trust,511.08447105645706
691,49.2834313,-123.114175,bank,RIA,798.5385050347304
692,49.2788186,-123.1220581,restaurant,Heirs Pears,444.2800505207522
693,49.2794177,-123.1205988,restaurant,Cibo Trattora,447.7134675393534
694,49.2811031,-123.1219144,restaurant,Poke Time,242.0180507336846
695,49.2789055,-123.1238063,restaurant,Banh Mi Timon,400.44293574208734
